ESIDNumber,Latitude,Longitude,eclipse_type,coverage,FirstContactDate,FirstContactTimeUTC,SecondContactTimeUTC,ThirdContactTimeUTC,FourthContactTimeUTC,TotalEclipseTimeUTC
374,43.0703493,-76.2783632,Total,100,4/8/2024,18:08:46,19:22:31,19:24:32,20:34:36,19:23:31
375,40.7831545,-84.0028968,Total,100,4/8/2024,17:54:59,19:09:54,19:13:45,20:26:05,19:11:50
376,40.877923,-81.3836563,Total,100,4/8/2024,17:59:02,19:15:05,19:16:05,20:29:05,19:15:35
377,39.807606,-83.88765,Total,100,4/8/2024,17:53:57,19:10:07,19:12:19,20:25:52,19:11:13
378,40.7267496,-84.1969452,Total,100,4/8/2024,17:54:38,19:09:36,19:13:25,20:25:50,19:11:30
379,40.3824626,-82.2925037,Partial,99.97,4/8/2024,17:57:05,0,0,20:27:55,19:13:57
380,40.9198853,-83.9845502,Total,100,4/8/2024,17:55:11,19:10:07,19:13:48,20:26:09,19:11:57
381,40.6083288,-82.5102391,Total,100,4/8/2024,17:57:01,19:12:25,19:15:13,20:27:45,19:13:49
382,40.05753,-82.87494,Partial,99.91,4/8/2024,17:55:49,0,0,20:27:08,19:12:53
383,40.7325,-84.183611,Total,100,4/8/2024,17:54:40,19:09:37,19:13:26,20:25:51,19:11:32
384,40.160117,-82.923983,Total,100,4/8/2024,17:55:51,19:12:20,19:13:27,20:27:07,19:12:53
385,41.06517,-83.7622,Total,100,4/8/2024,17:55:42,19:10:34,19:14:11,20:26:27,19:12:23
386,41.55179,-84.36058,Partial,99.74,4/8/2024,17:55:27,0,0,20:25:52,19:11:54
387,39.0961846,-84.2605954,Partial,99.38,4/8/2024,17:52:29,0,0,20:25:07,19:10:05
388,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
389,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
390,39.2605873,-84.7510839,Total,100,4/8/2024,17:51:55,19:08:47,19:10:12,20:24:36,19:09:30
391,41.3810753,-83.6755355,Total,100,4/8/2024,17:56:13,19:11:18,19:14:10,20:26:38,19:12:44
392,39.689652,-84.131414,Total,100,4/8/2024,17:53:25,19:09:39,19:11:54,20:25:32,19:10:46
393,41.1527975,-81.362147,Total,100,4/8/2024,17:59:22,19:14:23,19:17:12,20:29:10,19:15:48
394,41.56039,-81.41947,Total,100,4/8/2024,17:59:44,19:14:06,19:17:52,20:29:12,19:15:59
395,40.7661489,-81.7328776,Total,100,4/8/2024,17:58:23,19:14:14,19:15:48,20:28:40,19:15:01
396,41.228232,-81.208939,Total,100,4/8/2024,17:59:41,19:14:38,19:17:29,20:29:22,19:16:03
397,41.42148,-81.15892,Total,100,4/8/2024,17:59:58,19:14:34,19:17:55,20:29:28,19:16:15
398,40.6687512,-83.94759362,Total,100,4/8/2024,17:54:56,19:09:51,19:13:47,20:26:07,19:11:49
399,39.7174127,-84.1697339,Total,100,4/8/2024,17:53:24,19:09:29,19:11:59,20:25:30,19:10:44
400,41.61781,-83.57734,Total,100,4/8/2024,17:56:39,19:12:05,19:13:59,20:26:48,19:13:03
401,41.202502,-80.76714,Total,100,4/8/2024,18:00:20,19:15:52,19:17:26,20:29:50,19:16:39
402,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
403,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
404,39.88126,-84.03071,Total,100,4/8/2024,17:53:49,19:09:37,19:12:32,20:25:44,19:11:04
405,41.152946,-81.513274,Total,100,4/8/2024,17:59:09,19:14:03,19:17:07,20:29:00,19:15:35
406,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
407,40.74097,-84.01915,Total,100,4/8/2024,17:54:55,19:09:50,19:13:42,20:26:03,19:11:46
408,40.90814,-83.90913,Total,100,4/8/2024,17:55:17,19:10:11,19:13:56,20:26:14,19:12:03
409,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
410,40.010056,-82.930837,Partial,99.88,4/8/2024,17:55:40,0,0,20:27:03,19:12:46
411,41.563077,-83.604855,Total,100,4/8/2024,17:56:33,19:11:52,19:14:03,20:26:45,19:12:58
412,40.805173,-81.752203,Total,100,4/8/2024,17:58:24,19:14:02,19:16:00,20:28:39,19:15:01
413,40.6391,-84.10294,Total,100,4/8/2024,17:54:40,19:09:37,19:13:32,20:25:55,19:11:34
414,41.1929515,-81.3600868,Total,100,4/8/2024,17:59:25,19:14:20,19:17:18,20:29:11,19:15:49
415,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
416,44.50552,-72.86493,Total,100,4/8/2024,18:14:39,19:26:31,19:29:36,20:37:32,19:28:04
417,40.0834973,-77.4007215,Partial,92.3,4/8/2024,18:04:32,0,0,20:32:57,19:20:37
418,42.139118,-80.087658,Total,100,4/8/2024,18:02:20,19:16:16,19:19:59,20:30:44,19:18:08
419,40.7512005,-79.8129517,Partial,98.09,4/8/2024,18:01:19,0,0,20:30:43,19:17:41
420,41.73439,-71.33959,Partial,90.49,4/8/2024,18:15:16,0,0,20:38:46,19:29:13
421,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
422,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
423,35.83925,-86.36494,Partial,92.9,4/8/2024,17:44:46,0,0,20:20:26,19:03:38
424,36.00679,-86.30315,Partial,93.33,4/8/2024,17:45:06,0,0,20:20:38,19:03:55
425,36.61725,-87.26964,Partial,97.12,4/8/2024,17:44:20,0,0,20:19:53,19:03:03
426,31.69629,-97.14195,Total,100,4/8/2024,17:20:41,18:38:06,18:42:26,20:00:47,18:40:16
427,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
428,32.0023797,-97.0904142,Total,100,4/8/2024,17:21:20,18:38:39,18:43:02,20:01:14,18:40:50
429,97.10641,-33.25126,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,17:36:23
430,32.6933,-97.43444,Total,100,4/8/2024,17:22:08,18:40:12,18:42:31,20:01:28,18:41:22
431,32.29904,-96.94812,Total,100,4/8/2024,17:22:06,18:39:24,18:43:42,20:01:48,18:41:33
432,33.087019,-96.7783653,Total,100,4/8/2024,17:23:48,18:41:33,18:44:33,20:02:57,18:43:03
433,30.04582,-95.58545,Partial,95.42,4/8/2024,17:20:04,0,0,20:01:07,18:40:12
434,30.100833,-98.246111,Total,100,4/8/2024,17:16:03,18:34:11,18:37:25,19:56:58,18:35:48
435,30.465684,-97.639366,Total,100,4/8/2024,17:17:39,18:36:11,18:38:41,19:58:26,18:37:26
436,30.8480144,-98.220006,Total,100,4/8/2024,17:17:31,18:34:54,18:39:17,19:57:59,18:37:06
437,29.4637,-98.4715,Partial,99.98,4/8/2024,17:14:31,0,0,19:55:44,18:34:20
438,30.72079,-101.20704,Partial,97.71,4/8/2024,17:13:10,0,0,19:52:47,18:31:58
439,32.6841,-95.5414,Total,100,4/8/2024,17:24:52,18:42:31,18:46:24,20:04:27,18:44:27
440,33.564213,-96.902179,Partial,99.71,4/8/2024,17:24:32,0,0,20:03:15,18:43:34
441,33.8163314,-95.6360293,Total,100,4/8/2024,17:26:48,18:44:13,18:47:47,20:05:30,18:46:00
442,32.7375409,-97.3658345,Total,100,4/8/2024,17:22:19,18:40:21,18:42:44,20:01:37,18:41:33
443,33.25035,-97.0949,Partial,99.93,4/8/2024,17:23:40,0,0,20:02:37,18:42:47
444,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
445,31.3897866,-97.258821,Total,100,4/8/2024,17:19:56,18:37:31,18:41:39,20:00:13,18:39:35
446,29.395568,-98.06516,Partial,99.3,4/8/2024,17:15:00,0,0,19:56:18,18:34:54
447,30.555,-100.595,Partial,99.35,4/8/2024,17:13:39,0,0,19:53:38,18:32:41
448,30.577333,-97.40484,Total,100,4/8/2024,17:18:12,18:37:03,18:38:58,19:58:58,18:38:00
449,29.63571,-95.66162,Partial,94.44,4/8/2024,17:19:12,0,0,20:00:26,18:39:24
450,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
451,29.8648113,-98.1906737,Total,100,4/8/2024,17:15:41,18:34:36,18:36:23,19:56:45,18:35:30
452,29.7784107,-98.2539232,Total,100,4/8/2024,17:15:26,18:34:29,18:36:00,19:56:31,18:35:15
453,30.216383,-98.937346,Total,100,4/8/2024,17:15:16,18:32:38,18:37:03,19:55:59,18:34:51
454,32.7355967,-97.3630681,Total,100,4/8/2024,17:22:19,18:40:20,18:42:45,20:01:37,18:41:33
455,33.71871,-96.77973,Partial,99.61,4/8/2024,17:24:59,0,0,20:03:36,18:44:00
456,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
457,33.11466,-94.3144,Total,100,4/8/2024,17:27:30,18:46:14,18:48:01,20:06:48,18:47:08
458,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
459,30.15064,-99.34832,Total,100,4/8/2024,17:14:34,18:31:52,18:36:14,19:55:13,18:34:03
460,31.57084,-97.12038,Total,100,4/8/2024,17:20:29,18:38:00,18:42:12,20:00:40,18:40:06
461,38.97196,-77.54668,Partial,88.43,4/8/2024,18:03:22,0,0,20:32:22,19:19:45
462,37.60588,-78.06375,Partial,84.18,4/8/2024,18:01:19,0,0,20:31:06,19:18:05
463,37.2252,-76.5171,Partial,80.32,4/8/2024,18:03:48,0,0,20:32:24,19:20:06
464,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
465,38.8849078,-77.1059869,Partial,87.43,4/8/2024,18:04:02,0,0,20:32:45,19:20:19
466,44.5110415,-73.047787,Total,100,4/8/2024,18:14:24,19:26:14,19:29:28,20:37:23,19:27:51
467,30.7472494,-100.84213,Partial,98.45,4/8/2024,17:13:42,0,0,19:53:27,18:32:36
468,42.93360547,-88.41675647,Partial,89,4/8/2024,17:51:54,0,0,20:21:06,19:07:22
469,38.69497,-79.53286,Partial,90.54,4/8/2024,17:59:45,0,0,20:30:12,19:16:42
470,33.71852,-96.78019,Partial,99.61,4/8/2024,17:24:59,0,0,20:03:36,18:44:00
471,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
472,43.8729202,-70.457002,Partial,97.49,4/8/2024,18:17:38,0,0,20:39:31,19:30:42
473,42.77166,-78.64419,Total,100,4/8/2024,18:05:04,19:18:31,19:22:13,20:32:17,19:20:22
474,30.72998,-97.90873,Total,100,4/8/2024,17:17:45,18:35:25,18:39:25,19:58:21,18:37:25
475,43.034048,-76.133436,Total,100,4/8/2024,18:08:56,19:23:03,19:24:20,20:34:44,19:23:41
476,29.7219827,-98.127101,Partial,99.93,4/8/2024,17:15:31,0,0,19:56:39,18:35:22
477,41.0243581,-81.4439091,Total,100,4/8/2024,17:59:06,19:14:23,19:16:48,20:29:03,19:15:36
478,31.0345531,-98.4651556,Total,100,4/8/2024,17:17:31,18:34:51,18:39:09,19:57:49,18:37:00
479,37.23672,-88.94087,Total,100,4/8/2024,17:42:35,18:59:25,19:02:49,20:18:07,19:01:07
480,29.78141,-98.2364,Total,100,4/8/2024,17:15:28,18:34:34,18:35:59,19:56:33,18:35:17
481,38.4420257,-90.4013802,Partial,99.25,4/8/2024,17:42:17,0,0,20:16:53,19:00:13
482,40.776111,-81.919167,Total,100,4/8/2024,17:58:07,19:13:38,19:15:54,20:28:27,19:14:46
483,42.3043825,-71.1182554,Partial,92.41,4/8/2024,18:15:54,0,0,20:39:00,19:29:38
484,37.72394,-89.35226,Total,100,4/8/2024,17:42:42,18:58:58,19:03:05,20:17:53,19:01:02
485,33.03493,-96.79528,Total,100,4/8/2024,17:23:41,18:41:22,18:44:30,20:02:52,18:42:56
486,40.8432511,-84.3402449,Total,100,4/8/2024,17:54:34,19:09:38,19:13:09,20:25:42,19:11:24
487,40.748713,-84.136104,Total,100,4/8/2024,17:54:45,19:09:42,19:13:31,20:25:55,19:11:37
488,31.05,-97.44,Total,100,4/8/2024,17:19:02,18:36:48,18:40:39,19:59:31,18:38:44
489,40.56368,-84.18626,Total,100,4/8/2024,17:54:27,19:09:25,19:13:22,20:25:48,19:11:24
490,32.6856,-97.0323,Total,100,4/8/2024,17:22:42,18:40:13,18:43:48,20:02:06,18:42:01
491,31.5757132,-97.65713,Total,100,4/8/2024,17:19:43,18:37:02,18:41:25,19:59:48,18:39:13
492,44.468408,-73.1069688,Total,100,4/8/2024,18:14:17,19:26:11,19:29:22,20:37:20,19:27:47
493,42.847132,-78.701304,Total,100,4/8/2024,18:05:03,19:18:27,19:22:12,20:32:14,19:20:20
494,39.47589,-88.18895,Partial,99.84,4/8/2024,17:47:04,0,0,20:20:23,19:04:36
496,44.7458793,-72.9912134,Total,100,4/8/2024,18:14:38,19:26:13,19:29:43,20:37:23,19:27:58
,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
497,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
498,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
499,39.749783,-84.538523,Total,100,4/8/2024,17:52:53,19:08:34,19:11:53,20:25:05,19:10:14
500,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
501,33.544351,-95.085369,Total,100,4/8/2024,17:27:06,18:44:20,18:48:40,20:06:05,18:46:30
502,38.67891,-87.53814,Total,100,4/8/2024,17:46:52,19:02:45,19:06:50,20:20:51,19:04:48
503,36.96974,-90.97989,Total,100,4/8/2024,17:39:05,18:55:42,18:59:34,20:15:08,18:57:38
504,36.089254,-92.54893,Total,100,4/8/2024,17:35:18,18:52:19,18:55:51,20:12:14,18:54:05
505,39.7125,-84.152222,Total,100,4/8/2024,17:53:25,19:09:32,19:11:58,20:25:31,19:10:46
506,46.04967333,-68.57086,Total,100,4/8/2024,18:21:11,19:31:13,19:34:36,20:40:29,19:32:55
507,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
508,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
509,41.6658722,-81.3504124,Total,100,4/8/2024,17:59:58,19:14:14,19:18:03,20:29:18,19:16:09
510A,37.20727271,-88.635223,Total,100,4/8/2024,17:43:01,19:00:16,19:02:52,20:18:31,19:01:34
510,37.507291,-88.635188,Total,100,4/8/2024,17:43:28,19:00:06,19:03:42,20:18:43,19:01:54
511,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
512,40.6439726,-83.9702082,Total,100,4/8/2024,17:54:52,19:09:48,19:13:44,20:26:05,19:11:46
513,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
514,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
515,29.344468,-99.986807,Total,100,4/8/2024,17:12:06,18:29:23,18:33:49,19:53:03,18:31:36
516,29.34487,-99.983234,Total,100,4/8/2024,17:12:06,18:29:23,18:33:49,19:53:04,18:31:36
517,29.345988,-99.97628,Total,100,4/8/2024,17:12:07,18:29:24,18:33:50,19:53:05,18:31:37
518,29.35396,-99.968933,Total,100,4/8/2024,17:12:08,18:29:25,18:33:52,19:53:06,18:31:38
519,34.51015,-93.10025,Total,100,4/8/2024,17:31:47,18:49:14,18:52:58,20:10:02,18:51:06
520,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
521,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
522,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
523,29.56687,-98.43552,Total,100,4/8/2024,17:14:46,18:34:06,18:35:03,19:55:56,18:34:35
524,38.9143312,-95.22715,Partial,88.46,4/8/2024,17:36:38,0,0,20:10:05,18:53:29
525,32.8719794,-96.7169145,Total,100,4/8/2024,17:23:30,18:40:56,18:44:42,20:02:49,18:42:49
526,40.546783,-82.81052,Total,100,4/8/2024,17:56:29,19:11:47,19:14:53,20:27:23,19:13:21
527,40.05374,-86.08632,Total,100,4/8/2024,17:50:57,19:06:35,19:09:53,20:23:19,19:08:14
528,76.988056,-42.849722,Partial,15.28,4/8/2024,18:44:21,0,0,20:00:44,19:22:46
529,31.0334071,-97.9066345,Total,100,4/8/2024,17:18:19,18:35:45,18:40:06,19:58:44,18:37:55
530,37.2829,-89.165,Total,100,4/8/2024,17:42:19,18:58:55,19:02:44,20:17:51,19:00:50
531,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
532,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
533,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
534,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
535,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
536,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
537,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
538,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
539,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
540,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
541,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
542,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
543,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
544,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
545,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
546,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
547,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
548,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
549,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
550,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
551,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
552,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
553,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
554,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
555,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
556,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
557,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
558,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
559,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
560,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
561,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
562,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
563,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
564,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
565,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
566,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
567,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
568,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
569,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
570,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
571,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
572,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
573,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
574,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
575,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
576,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
577,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
578,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
579,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
580,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
581,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
582,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
583,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
584,0,0,None,0,4/8/2024,NaN:NaN,0,0,NaN:NaN,19:50:44
